1.99393 2.03383 87.00000 54.00000
1.98463 2.03915 99.00000 69.00000
2.32239 2.37026 87.00000 57.00000
2.31973 2.40085 99.00000 66.00000
2.64287 3.14287 87.00000 57.00000
2.64021 3.14420 99.00000 72.00000
3.92212 4.00324 87.00000 45.00000
3.90484 4.01787 99.00000 64.00000
4.24127 4.29047 87.00000 61.00000
4.23728 4.32372 99.00000 73.00000
4.57106 4.90483 99.00000 58.00000
4.56175 4.92345 87.00000 59.00000
5.23196 5.27983 87.00000 56.00000
5.23861 5.29579 99.00000 57.00000
5.56833 5.90629 87.00000 58.00000
5.56525 5.93099 99.00000 67.00000
6.27049 6.38145 87.00000 49.00000
6.26895 6.39173 99.00000 60.00000
6.72906 7.09036 87.00000 46.00000
6.71022 7.14002 99.00000 55.00000
8.95599 9.16670 75.00000 54.00000
9.13910 9.22352 87.00000 64.00000
9.32742 9.48164 87.00000 64.00000
9.52804 9.62774 99.00000 82.00000
9.71703 9.90648 87.00000 85.00000
9.87625 9.99412 99.00000 84.00000
10.05303 10.19383 85.00000 85.00000
10.22975 10.33320 99.00000 84.00000
10.43263 10.67081 83.00000 63.00000
10.62598 10.74826 99.00000 75.00000
10.77951 10.93712 83.00000 76.00000
10.92896 11.04717 99.00000 84.00000
11.08657 11.19255 82.00000 80.00000
11.25913 11.37462 99.00000 80.00000
11.39907 11.50097 80.00000 73.00000
11.55940 11.66945 99.00000 72.00000
11.71836 11.81347 79.00000 63.00000
11.87869 12.00233 99.00000 64.00000
12.03630 12.15858 80.00000 82.00000
12.20070 12.33385 99.00000 81.00000
12.36782 12.54730 82.00000 78.00000
12.57570 12.66537 99.00000 79.00000
12.74282 12.88548 75.00000 58.00000
12.88005 12.94119 99.00000 78.00000
13.04581 13.18440 75.00000 52.00000
13.21565 13.31211 87.00000 64.00000
13.38651 13.56183 76.00000 52.00000
13.57621 13.68083 87.00000 70.00000
13.72567 13.87512 75.00000 73.00000
13.90773 14.03002 87.00000 75.00000
14.06942 14.22295 73.00000 81.00000
14.22567 14.34795 87.00000 76.00000
14.41473 14.60203 71.00000 60.00000
14.59251 14.71208 87.00000 70.00000
14.75148 14.89822 71.00000 84.00000
14.90501 15.01507 87.00000 78.00000
15.04904 15.20936 70.00000 84.00000
15.21615 15.32485 87.00000 84.00000
15.37784 15.54360 68.00000 79.00000
15.53409 15.66045 87.00000 72.00000
15.70664 15.87512 67.00000 66.00000
15.87784 15.99740 87.00000 61.00000
16.05311 16.20528 68.00000 54.00000
16.21751 16.33844 87.00000 60.00000
16.38247 16.58277 70.00000 56.00000
16.55416 16.65807 87.00000 66.00000
16.76102 16.89417 63.00000 51.00000
16.90369 16.97026 75.00000 58.00000
17.06945 17.17814 75.00000 59.00000
17.22977 17.29091 87.00000 79.00000
17.41245 17.50464 87.00000 59.00000
17.59682 17.70464 99.00000 63.00000
17.79214 17.93432 87.00000 79.00000
17.94716 18.05722 99.00000 80.00000
18.11972 18.26917 85.00000 93.00000
18.27189 18.37923 99.00000 85.00000
18.43409 18.63945 83.00000 66.00000
18.62903 18.75552 99.00000 81.00000
18.79615 18.97686 83.00000 67.00000
18.96327 19.07197 99.00000 76.00000
19.12632 19.28800 82.00000 79.00000
19.29887 19.40756 99.00000 66.00000
19.45648 19.65892 80.00000 66.00000
19.61952 19.74316 99.00000 72.00000
19.78664 19.94968 79.00000 85.00000
19.93881 20.06517 99.00000 79.00000
20.10729 20.29887 80.00000 93.00000
20.27034 20.40756 99.00000 80.00000
20.42475 20.62204 82.00000 81.00000
20.60999 20.72294 99.00000 75.00000
20.78769 20.95742 75.00000 64.00000
20.93900 21.00611 99.00000 72.00000
21.09032 21.25742 75.00000 48.00000
21.26269 21.36663 87.00000 59.00000
21.41968 21.62749 76.00000 60.00000
21.60874 21.72280 87.00000 63.00000
21.78218 21.97532 75.00000 79.00000
21.95086 22.08129 87.00000 75.00000
22.13972 22.24841 75.00000 44.00000
22.12477 22.32042 73.00000 76.00000
22.27151 22.36526 87.00000 73.00000
22.48260 22.67386 75.00000 59.00000
22.65278 22.75368 87.00000 69.00000
22.84498 22.98039 80.00000 63.00000
22.98337 23.02057 83.00000 76.00000
23.16938 23.27652 87.00000 89.00000
23.34498 23.43277 99.00000 82.00000
23.53725 23.68785 75.00000 75.00000
23.72396 23.80775 87.00000 76.00000
23.90251 23.97908 79.00000 64.00000
24.08064 24.17439 82.00000 76.00000
24.28220 24.44649 87.00000 86.00000
24.48443 24.61836 99.00000 58.00000
25.55700 25.66771 75.00000 49.00000
25.75521 25.85342 87.00000 60.00000
25.96949 26.05597 99.00000 55.00000
26.13930 26.21832 87.00000 61.00000
26.30022 26.44534 99.00000 76.00000
26.48413 26.57781 87.00000 66.00000
26.71114 26.81447 99.00000 66.00000
26.90114 26.96114 85.00000 60.00000
27.08614 27.15281 85.00000 76.00000
27.13281 27.30781 83.00000 55.00000
27.33114 27.44447 99.00000 61.00000
27.49781 27.63460 83.00000 58.00000
27.65906 27.76096 99.00000 76.00000
27.80036 27.92128 82.00000 73.00000
27.97020 28.08161 99.00000 78.00000
28.10063 28.15498 82.00000 73.00000
28.13732 28.32346 80.00000 52.00000
28.31531 28.39819 99.00000 73.00000
28.46340 28.59791 79.00000 63.00000
28.63732 28.74873 99.00000 79.00000
28.79900 28.94574 80.00000 75.00000
28.96340 29.04085 99.00000 76.00000
29.05036 29.10335 79.00000 58.00000
29.08297 29.12780 80.00000 69.00000
29.15087 29.39892 82.00000 70.00000
29.36223 29.44783 99.00000 66.00000
29.52256 29.67337 75.00000 67.00000
29.66386 29.73044 99.00000 78.00000
29.81060 29.95598 75.00000 55.00000
29.96142 30.06604 87.00000 70.00000
30.07962 30.13397 78.00000 59.00000
30.12310 30.30517 76.00000 60.00000
30.30924 30.43017 87.00000 61.00000
30.46277 30.61087 75.00000 88.00000
30.62582 30.74538 87.00000 73.00000
30.78750 30.89891 73.00000 92.00000
30.93560 31.04022 87.00000 75.00000
31.05109 31.10136 73.00000 75.00000
31.10815 31.31469 71.00000 79.00000
31.31197 31.40437 87.00000 69.00000
31.46822 31.66116 71.00000 80.00000
31.62719 31.73045 87.00000 73.00000
31.77393 31.88670 70.00000 85.00000
31.94105 32.04567 87.00000 64.00000
32.04703 32.09730 70.00000 76.00000
32.08915 32.17203 68.00000 66.00000
32.26714 32.36632 87.00000 59.00000
32.42474 32.52665 67.00000 64.00000
32.58643 32.67203 87.00000 59.00000
32.74811 32.82828 68.00000 73.00000
32.92203 33.00355 87.00000 59.00000
33.09791 33.25260 70.00000 61.00000
33.28915 33.35656 87.00000 58.00000
33.48805 33.58575 63.00000 56.00000
33.63748 33.67196 75.00000 52.00000
33.79553 33.90903 75.00000 56.00000
33.96650 34.04091 87.00000 76.00000
34.17186 34.33257 87.00000 64.00000
34.37126 34.47692 99.00000 64.00000
34.53644 34.69567 87.00000 69.00000
34.68376 34.81620 99.00000 79.00000
34.85489 34.98733 85.00000 76.00000
35.01114 35.12760 99.00000 78.00000
35.12896 35.17380 85.00000 67.00000
35.20618 35.41882 83.00000 64.00000
35.43240 35.54789 99.00000 76.00000
35.58729 35.73675 83.00000 73.00000
35.74354 35.88485 99.00000 79.00000
35.90387 36.02751 82.00000 79.00000
36.05469 36.19327 99.00000 82.00000
36.16746 36.21094 82.00000 72.00000
36.23403 36.40115 80.00000 64.00000
36.38077 36.49626 99.00000 72.00000
36.55333 36.68376 79.00000 69.00000
36.71909 36.83865 99.00000 79.00000
36.86447 36.99762 80.00000 79.00000
37.01121 37.11175 99.00000 81.00000
37.12669 37.18104 79.00000 63.00000
37.15930 37.21684 80.00000 69.00000
37.22153 37.40539 82.00000 58.00000
37.40677 37.52902 99.00000 78.00000
37.60045 37.71171 75.00000 69.00000
37.72270 37.80786 99.00000 72.00000
37.89990 38.03589 75.00000 72.00000
38.07023 38.13891 87.00000 61.00000
38.18286 38.22696 78.00000 61.00000
38.24571 38.47383 76.00000 55.00000
38.43008 38.57539 92.00000 63.00000
38.62681 38.78773 75.00000 79.00000
38.78055 38.89693 92.00000 72.00000
38.95440 39.12503 73.00000 82.00000
39.11503 39.21670 92.00000 67.00000
39.34503 39.52636 75.00000 61.00000
39.52215 39.61765 87.00000 59.00000
39.71439 39.76409 80.00000 46.00000
39.85747 39.89662 83.00000 73.00000
40.02463 40.15566 87.00000 87.00000
40.18879 40.28367 99.00000 82.00000
40.38457 40.54423 75.00000 70.00000
40.57670 40.68547 87.00000 61.00000
40.77313 40.86332 79.00000 67.00000
40.94035 41.01716 82.00000 66.00000
41.16049 41.36978 87.00000 87.00000
41.40368 41.55582 99.00000 80.00000
42.09193 42.18495 63.00000 58.00000
42.25472 42.34920 68.00000 64.00000
42.43350 42.48583 75.00000 51.00000
42.60210 42.68205 80.00000 57.00000
42.77362 42.87827 83.00000 61.00000
42.94814 43.08207 87.00000 61.00000
